Kingdom Phylum Class Order Family Genus Species
ASV12946 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12947 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12948 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12949 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12950 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12951 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12952 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12953 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12954 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12955 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12956 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12957 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12958 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae g__Gerakladium NA
ASV12959 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae g__Cladocopium NA
ASV12960 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12961 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12962 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12963 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12964 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12965 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12966 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12967 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12968 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12969 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12970 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12975 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12976 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12977 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12978 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12979 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12980 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12981 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12982 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12983 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12984 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12985 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12986 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12987 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12988 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12989 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12990 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12991 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12992 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12993 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae g__Cladocopium s__C1003_DQ480639
ASV12994 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12995 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12996 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12997 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12998 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12999 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13000 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13001 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13002 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13003 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13004 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13005 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13006 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13007 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13008 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13009 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13010 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13011 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13012 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13013 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13014 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13015 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13016 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13017 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13018 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13019 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13020 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13021 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13022 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13023 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13024 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13025 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13026 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13027 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13028 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13029 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13030 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13031 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13032 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13033 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13034 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13035 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13036 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13037 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13038 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13039 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13040 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13041 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13042 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13043 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13044 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13045 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13046 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13047 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13048 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13049 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13050 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13051 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13052 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13053 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13054 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13055 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13056 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13057 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13058 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13059 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13060 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13061 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13062 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13063 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13064 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13065 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13066 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13067 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13068 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13069 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13070 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13071 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13072 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13073 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13074 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13075 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13076 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13077 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13078 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13079 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13080 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13081 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13082 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13083 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13084 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13085 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13086 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13087 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13088 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13089 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13090 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13091 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13092 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13093 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13094 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13095 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13096 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13097 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13098 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13099 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13100 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13101 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13102 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13103 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13104 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13105 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13106 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13107 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13108 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13109 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13110 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13111 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13112 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13113 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13114 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13115 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13116 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13117 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13118 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13119 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13120 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13121 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13122 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13123 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13124 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13125 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13126 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13127 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13128 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13129 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13130 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13131 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13132 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13133 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13134 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13135 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13136 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13137 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13138 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13139 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13140 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13141 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13142 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13143 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13144 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13145 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13146 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13147 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13148 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13149 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13150 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13151 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13152 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13153 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13154 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13155 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13156 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13157 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13158 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13159 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13160 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13161 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13162 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13163 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13164 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13165 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13166 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13167 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13168 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13169 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13170 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13171 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13172 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13173 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13174 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13175 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13176 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae g__Symbiodinium NA
ASV13177 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13178 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13179 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13180 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13181 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13182 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13183 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13184 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13185 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13186 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13187 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13188 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13189 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13190 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13191 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13192 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13193 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13194 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13195 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13196 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13197 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13198 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13199 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13200 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13201 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13202 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV13203 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
