#SampleID	InputFileName	CoralTag	SampleType	Year	TubeNumber	Coral_Species	Site	Status	Year_Pre_Post
KI15aFSYM138	KI15aFSYM138_MERGED-MAX-MISMATCH-3	143	coral	2015Jan	138	Montipora_foliosa	30	dead	2015Jan_Post
KI14FSYM144	KI14FSYM144_MERGED-MAX-MISMATCH-3	144	coral	2014	144	Porites_lobata	30	gone	2014
KI15aFSYM137	KI15aFSYM137_MERGED-MAX-MISMATCH-3	144	coral	2015Jan	137	Porites_lobata	30	gone	2015Jan_Post
KI15bFSYM049	KI15bFSYM049_MERGED-MAX-MISMATCH-3	144	coral	2015May	49	Porites_lobata	30	gone	2015May
KI15bFSYM051	KI15bFSYM051_MERGED-MAX-MISMATCH-3	145	coral	2015May	51	Pocillopora_eydouxi	30	gone	2015May
KI14FSYM147	KI14FSYM147_MERGED-MAX-MISMATCH-3	147	coral	2014	147	Montipora_foliosa	30	UK	2014
KI15aFSYM141	KI15aFSYM141_MERGED-MAX-MISMATCH-3	147	coral	2015Jan	141	Montipora_foliosa	30	UK	2015Jan_Post
KI15bFSYM130	KI15bFSYM130_MERGED-MAX-MISMATCH-3	147	coral	2015May	130	Montipora_foliosa	30	UK	2015May
KI14FSYM149	KI14FSYM149_MERGED-MAX-MISMATCH-3	149	coral	2014	149	Pocillopora_eydouxi	30	dead	2014
KI15aFSYM140	KI15aFSYM140_MERGED-MAX-MISMATCH-3	149	coral	2015Jan	140	Pocillopora_eydouxi	30	dead	2015Jan_Post
KI15bFSYM052	KI15bFSYM052_MERGED-MAX-MISMATCH-3	149	coral	2015May	52	Pocillopora_eydouxi	30	dead	2015May
KI14FSYM151	KI14FSYM151_MERGED-MAX-MISMATCH-3	151	coral	2014	151	Porites_lobata	30	alive	2014
KI15aFSYM143	KI15aFSYM143_MERGED-MAX-MISMATCH-3	151	coral	2015Jan	143	Porites_lobata	30	alive	2015Jan_Post
KI15bFSYM054	KI15bFSYM054_MERGED-MAX-MISMATCH-3	151	coral	2015May	54	Porites_lobata	30	alive	2015May
KI15bFSYM055	KI15bFSYM055_MERGED-MAX-MISMATCH-3	152	coral	2015May	55	Pocillopora_eydouxi	30	alive	2015May
KI15bFSYM176	KI15bFSYM176_MERGED-MAX-MISMATCH-3	241	coral	2015May	176	Porites_lobata	8	alive	2015May
KI14FSYM265	KI14FSYM265_MERGED-MAX-MISMATCH-3	265	coral	2014	265	Montipora_foliosa	27	UK	2014
KI15aFSYM162	KI15aFSYM162_MERGED-MAX-MISMATCH-3	265	coral	2015Jan	162	Montipora_foliosa	27	UK	2015Jan_Post
KI15bFSYM252	KI15bFSYM252_MERGED-MAX-MISMATCH-3	323	coral	2015May	252	Hydnophora_microconos	34	UK	2015May
KI15bFSYM253	KI15bFSYM253_MERGED-MAX-MISMATCH-3	324	coral	2015May	253	Montipora_foliosa	34	alive	2015May
Ki15bFSYM254	Ki15bFSYM254_MERGED-MAX-MISMATCH-3	325	coral	2015May	254	Porites_lobata	34	gone	2015May
Ki15bFSYM256	Ki15bFSYM256_MERGED-MAX-MISMATCH-3	329	coral	2015May	256	Montipora_foliosa	34	dead	2015May
Ki15bFSYM257	Ki15bFSYM257_MERGED-MAX-MISMATCH-3	331	coral	2015May	257	Pocillopora_eydouxi	34	dead	2015May
Ki15bFSYM258	Ki15bFSYM258_MERGED-MAX-MISMATCH-3	336	coral	2015May	258	Pocillopora_eydouxi	34	gone	2015May
KI15bFSYM261	KI15bFSYM261_MERGED-MAX-MISMATCH-3	348	coral	2015May	261	Favia_sp	34	gone	2015May
KI15bFSYM262	KI15bFSYM262_MERGED-MAX-MISMATCH-3	349	coral	2015May	262	Hydnophora_microconos	34	gone	2015May
KI15bFSYM264	KI15bFSYM264_MERGED-MAX-MISMATCH-3	354	coral	2015May	264	Porites_lobata	34	alive	2015May
KI15bFSYM265	KI15bFSYM265_MERGED-MAX-MISMATCH-3	355	coral	2015May	265	Pocillopora_eydouxi	34	UK	2015May
KI15bFSYM268	KI15bFSYM268_MERGED-MAX-MISMATCH-3	359	coral	2015May	268	Pocillopora_eydouxi	34	gone	2015May
KI15bFSYM267	KI15bFSYM267_MERGED-MAX-MISMATCH-3	361	coral	2015May	267	Porites_lobata	34	alive	2015May
KI15bFSYM266	KI15bFSYM266_MERGED-MAX-MISMATCH-3	363	coral	2015May	266	Montipora_foliosa	34	dead	2015May
KI14FSYM385	KI14FSYM385_MERGED-MAX-MISMATCH-3	385	coral	2014	385	Montipora_foliosa	30	dead	2014
KI15aFSYM144	KI15aFSYM144_MERGED-MAX-MISMATCH-3	385	coral	2015Jan	144	Montipora_foliosa	30	dead	2015Jan_Post
KI15bFSYM056	KI15bFSYM056_MERGED-MAX-MISMATCH-3	385	coral	2015May	56	Montipora_foliosa	30	dead	2015May
KI14FSYM387	KI14FSYM387_MERGED-MAX-MISMATCH-3	387	coral	2014	387	Porites_lobata	30	gone	2014
KI15aFSYM146	KI15aFSYM146_MERGED-MAX-MISMATCH-3	387	coral	2015Jan	146	Porites_lobata	30	gone	2015Jan_Post
KI15bFSYM058	KI15bFSYM058_MERGED-MAX-MISMATCH-3	387	coral	2015May	58	Porites_lobata	30	gone	2015May
KI15bFSYM060	KI15bFSYM060_MERGED-MAX-MISMATCH-3	427	coral	2015May	60	Pocillopora_eydouxi	30	dead	2015May
KI15bFSYM059	KI15bFSYM059_MERGED-MAX-MISMATCH-3	428	coral	2015May	59	Montipora_foliosa	30	gone	2015May
KI15bFSYM062	KI15bFSYM062_MERGED-MAX-MISMATCH-3	430	coral	2015May	62	Porites_lobata	30	UK	2015May
KI15bFSYM063	KI15bFSYM063_MERGED-MAX-MISMATCH-3	434	coral	2015May	63	Porites_lobata	30	gone	2015May
KI15bFSYM064	KI15bFSYM064_MERGED-MAX-MISMATCH-3	436	coral	2015May	64	Pocillopora_eydouxi	30	UK	2015May
KI15bFSYM066	KI15bFSYM066_MERGED-MAX-MISMATCH-3	437	coral	2015May	66	Montipora_foliosa	30	dead	2015May
KI15bFSYM071	KI15bFSYM071_MERGED-MAX-MISMATCH-3	440	coral	2015May	71	Pocillopora_eydouxi	30	dead	2015May
KI15bFSYM074	KI15bFSYM074_MERGED-MAX-MISMATCH-3	441	coral	2015May	74	Porites_lobata	30	alive	2015May
KI15bFSYM070	KI15bFSYM070_MERGED-MAX-MISMATCH-3	443	coral	2015May	70	Montipora_foliosa	30	dead	2015May
KI15bFSYM073	KI15bFSYM073_MERGED-MAX-MISMATCH-3	446	coral	2015May	73	Montipora_foliosa	30	UK	2015May
KI14FSYM448	KI14FSYM448_MERGED-MAX-MISMATCH-3	448	coral	2014	448	Montipora_foliosa	27	UK	2014
KI15aFSYM157	KI15aFSYM157_MERGED-MAX-MISMATCH-3	448	coral	2015Jan	157	Montipora_foliosa	27	UK	2015Jan_Post
KI14FSYM453	KI14FSYM453_MERGED-MAX-MISMATCH-3	453	coral	2014	453	Porites_lobata	27	UK	2014
KI15aFSYM161	KI15aFSYM161_MERGED-MAX-MISMATCH-3	453	coral	2015Jan	161	Porites_lobata	27	UK	2015Jan_Post
KI14FSYM456	KI14FSYM456_MERGED-MAX-MISMATCH-3	456	coral	2014	456	Montipora_foliosa	27	UK	2014
KI15aFSYM159	KI15aFSYM159_MERGED-MAX-MISMATCH-3	456	coral	2015Jan	159	Montipora_foliosa	27	UK	2015Jan_Post
KI15bFSYM142	KI15bFSYM142_MERGED-MAX-MISMATCH-3	456	coral	2015May	142	Montipora_foliosa	27	UK	2015May
KI14FSYM467	KI14FSYM467_MERGED-MAX-MISMATCH-3	467	coral	2014	467	Porites_lobata	27	UK	2014
KI15aFSYM155	KI15aFSYM155_MERGED-MAX-MISMATCH-3	467	coral	2015Jan	155	Porites_lobata	27	UK	2015Jan_Post
KI14FSYM468	KI14FSYM468_MERGED-MAX-MISMATCH-3	468	coral	2014	468	Pocillopora_eydouxi	27	UK	2014
KI15aFSYM154	KI15aFSYM154_MERGED-MAX-MISMATCH-3	468	coral	2015Jan	154	Pocillopora_eydouxi	27	UK	2015Jan_Post
KI14FSYM469	KI14FSYM469_MERGED-MAX-MISMATCH-3	469	coral	2014	469	Pocillopora_eydouxi	27	UK	2014
KI15aFSYM152	KI15aFSYM152_MERGED-MAX-MISMATCH-3	469	coral	2015Jan	152	Pocillopora_eydouxi	27	UK	2015Jan_Post
KI15bFSYM143	KI15bFSYM143_MERGED-MAX-MISMATCH-3	469	coral	2015May	143	Pocillopora_eydouxi	27	UK	2015May
KI14FSYM474	KI14FSYM474_MERGED-MAX-MISMATCH-3	474	coral	2014	474	Porites_lobata	27	gone	2014
KI15aFSYM147	KI15aFSYM147_MERGED-MAX-MISMATCH-3	474	coral	2015Jan	147	Porites_lobata	27	gone	2015Jan_Post
KI15bFSYM135	KI15bFSYM135_MERGED-MAX-MISMATCH-3	474	coral	2015May	135	Porites_lobata	27	gone	2015May
KI14FSYM476	KI14FSYM476_MERGED-MAX-MISMATCH-3	476	coral	2014	476	Porites_lobata	27	gone	2014
KI15aFSYM148	KI15aFSYM148_MERGED-MAX-MISMATCH-3	476	coral	2015Jan	148	Porites_lobata	27	gone	2015Jan_Post
KI15bFSYM134	KI15bFSYM134_MERGED-MAX-MISMATCH-3	476	coral	2015May	134	Porites_lobata	27	gone	2015May
KI15aFSYM149	KI15aFSYM149_MERGED-MAX-MISMATCH-3	477	coral	2015Jan	149	Pocillopora_eydouxi	27	dead	2015Jan_Post
KI15bFSYM137	KI15bFSYM137_MERGED-MAX-MISMATCH-3	477	coral	2015May	137	Pocillopora_eydouxi	27	dead	2015May
KI15aFSYM013	KI15aFSYM013_MERGED-MAX-MISMATCH-3	574	coral	2015Jan	13	Montipora_foliosa	35	gone	2015Jan_Pre
KI15bFSYM012	KI15bFSYM012_MERGED-MAX-MISMATCH-3	574	coral	2015May	12	Montipora_foliosa	35	gone	2015May
KI15aFSYM086	KI15aFSYM086_MERGED-MAX-MISMATCH-3	632	coral	2015Jan	86	Pocillopora_eydouxi	35	dead	2015Jan_Post
KI15aFSYM090	KI15aFSYM090_MERGED-MAX-MISMATCH-3	634	coral	2015Jan	90	Montipora_foliosa	35	dead	2015Jan_Post
KI15bFSYM009	KI15bFSYM009_MERGED-MAX-MISMATCH-3	634	coral	2015May	9	Montipora_foliosa	35	dead	2015May
KI15aFSYM094	KI15aFSYM094_MERGED-MAX-MISMATCH-3	636	coral	2015Jan	94	Pocillopora_eydouxi	35	UK	2015Jan_Post
KI15bFSYM016	KI15bFSYM016_MERGED-MAX-MISMATCH-3	636	coral	2015May	16	Pocillopora_eydouxi	35	UK	2015May
KI15bFSYM128	KI15bFSYM128_MERGED-MAX-MISMATCH-3	682	coral	2015May	128	Porites_lobata	30	gone	2015May
KI15bFSYM146	KI15bFSYM146_MERGED-MAX-MISMATCH-3	684	coral	2015May	146	Montipora_foliosa	27	gone	2015May
KI15bFSYM150	KI15bFSYM150_MERGED-MAX-MISMATCH-3	688	coral	2015May	150	Pocillopora_eydouxi	27	gone	2015May
KI15bFSYM181	KI15bFSYM181_MERGED-MAX-MISMATCH-3	698	coral	2015May	181	Montipora_foliosa	8	dead	2015May
KI15bFSYM182	KI15bFSYM182_MERGED-MAX-MISMATCH-3	717	coral	2015May	182	Porites_lobata	8	UK	2015May
KI15bFSYM183	KI15bFSYM183_MERGED-MAX-MISMATCH-3	718	coral	2015May	183	Pocillopora_eydouxi	8	dead	2015May
KI15bFSYM199	KI15bFSYM199_MERGED-MAX-MISMATCH-3	721	coral	2015May	199	Montipora_foliosa	27	gone	2015May
KI15bFSYM201	KI15bFSYM201_MERGED-MAX-MISMATCH-3	723	coral	2015May	201	Porites_lobata	27	alive	2015May
KI15bFSYM208	KI15bFSYM208_MERGED-MAX-MISMATCH-3	730	coral	2015May	208	Montipora_foliosa	27	dead	2015May
KI15bFSYM209	KI15bFSYM209_MERGED-MAX-MISMATCH-3	731	coral	2015May	209	Pocillopora_eydouxi	27	gone	2015May
KI15bFSYM210	KI15bFSYM210_MERGED-MAX-MISMATCH-3	732	coral	2015May	210	Montipora_foliosa	27	gone	2015May
KI15bFSYM211	KI15bFSYM211_MERGED-MAX-MISMATCH-3	733	coral	2015May	211	Montipora_foliosa	27	gone	2015May
KI15bFSYM269	KI15bFSYM269_MERGED-MAX-MISMATCH-3	773	coral	2015May	269	Porites_lobata	34	alive	2015May
KI15bFSYM270	KI15bFSYM270_MERGED-MAX-MISMATCH-3	774	coral	2015May	270	Pocillopora_eydouxi	34	dead	2015May
KI15bFSYM271	KI15bFSYM271_MERGED-MAX-MISMATCH-3	775	coral	2015May	271	Montipora_foliosa	34	UK	2015May
KI15bFSYM272	KI15bFSYM272_MERGED-MAX-MISMATCH-3	776	coral	2015May	272	Hydnophora_microconos	34	alive	2015May
KI15bFSYM273	KI15bFSYM273_MERGED-MAX-MISMATCH-3	777	coral	2015May	273	Favia_sp	34	UK	2015May
KI15bFSYM274	KI15bFSYM274_MERGED-MAX-MISMATCH-3	778	coral	2015May	274	Pocillopora_eydouxi	34	dead	2015May
KI15bFSYM275	KI15bFSYM275_MERGED-MAX-MISMATCH-3	779	coral	2015May	275	Hydnophora_microconos	34	gone	2015May
KI15bFSYM276	KI15bFSYM276_MERGED-MAX-MISMATCH-3	780	coral	2015May	276	Montipora_foliosa	34	UK	2015May
KI15bFSYM278	KI15bFSYM278_MERGED-MAX-MISMATCH-3	782	coral	2015May	278	Porites_lobata	34	gone	2015May
KI15bFSYM280	KI15bFSYM280_MERGED-MAX-MISMATCH-3	784	coral	2015May	280	Montipora_foliosa	34	alive	2015May
KI15bFSYM281	KI15bFSYM281_MERGED-MAX-MISMATCH-3	785	coral	2015May	281	Pocillopora_eydouxi	34	dead	2015May
KI15bFSYM337	KI15bFSYM337_MERGED-MAX-MISMATCH-3	841	coral	2015May	337	Montipora_foliosa	34	UK	2015May
KI15bFSYM338	KI15bFSYM338_MERGED-MAX-MISMATCH-3	842	coral	2015May	338	Porites_lobata	34	alive	2015May
KI15bFSYM339	KI15bFSYM339_MERGED-MAX-MISMATCH-3	843	coral	2015May	339	Pocillopora_eydouxi	34	dead	2015May
KI15bFSYM341	KI15bFSYM341_MERGED-MAX-MISMATCH-3	845	coral	2015May	341	Favia_sp	34	gone	2015May
KI15bFSYM342	KI15bFSYM342_MERGED-MAX-MISMATCH-3	846	coral	2015May	342	Hydnophora_microconos	34	dead	2015May
KI15bFSYM343	KI15bFSYM343_MERGED-MAX-MISMATCH-3	847	coral	2015May	343	Porites_lobata	34	gone	2015May
KI15bFSYM344	KI15bFSYM344_MERGED-MAX-MISMATCH-3	848	coral	2015May	344	Pocillopora_eydouxi	34	dead	2015May
KI15bFSYM345	KI15bFSYM345_MERGED-MAX-MISMATCH-3	849	coral	2015May	345	Montipora_foliosa	34	dead	2015May
KI15bFSYM347	KI15bFSYM347_MERGED-MAX-MISMATCH-3	851	coral	2015May	347	Favia_sp	34	dead	2015May
KI15bFSYM350	KI15bFSYM350_MERGED-MAX-MISMATCH-3	854	coral	2015May	350	Favia_matthai	34	gone	2015May
KI15bFSYM155	KI15bFSYM155_MERGED-MAX-MISMATCH-3	114_692	coral	2015May	155	Pocillopora_eydouxi	35	UK	2015May
KI15bFSYM010	KI15bFSYM010_MERGED-MAX-MISMATCH-3	12_635	coral	2015May	10	Porites_lobata	35	gone	2015May
KI15aFSYM091	KI15aFSYM091_MERGED-MAX-MISMATCH-3	12_635	coral	2015Jan	91	Porites_lobata	35	gone	2015Jan_Post
KI14FSYM012	KI14FSYM012_MERGED-MAX-MISMATCH-3	12_635	coral	2014	12	Porites_lobata	35	gone	2014
KI15bFSYM158	KI15bFSYM158_MERGED-MAX-MISMATCH-3	121_693	coral	2015May	158	Montipora_foliosa	35	dead	2015May
KI15bFSYM159	KI15bFSYM159_MERGED-MAX-MISMATCH-3	122b	coral	2015May	159	Porites_lobata	35	gone	2015May
KI15bFSYM161	KI15bFSYM161_MERGED-MAX-MISMATCH-3	124_694	coral	2015May	161	Porites_lobata	35	UK	2015May
KI15aFSYM122	KI15aFSYM122_MERGED-MAX-MISMATCH-3	126b	coral	2015Jan	122	Porites_lobata	30	UK	2015Jan_Post
KI14FSYM002	KI14FSYM002_MERGED-MAX-MISMATCH-3	2_572	coral	2014	2	Montipora_foliosa	35	gone	2014
KI15bFSYM004	KI15bFSYM004_MERGED-MAX-MISMATCH-3	2_572	coral	2015May	4	Montipora_foliosa	35	gone	2015May
KI15aFSYM005	KI15aFSYM005_MERGED-MAX-MISMATCH-3	2_572	coral	2015Jan	5	Montipora_foliosa	35	gone	2015Jan_Pre
KI15aFSYM083	KI15aFSYM083_MERGED-MAX-MISMATCH-3	2_572	coral	2015Jan	83	Montipora_foliosa	35	gone	2015Jan_Post
KI15bFSYM180	KI15bFSYM180_MERGED-MAX-MISMATCH-3	256_697	coral	2015May	180	Montipora_foliosa	8	dead	2015May
KI15bFSYM250	KI15bFSYM250_MERGED-MAX-MISMATCH-3	314_1088	coral	2015May	250	Porites_lobata	34	alive	2015May
KI15bFSYM251	KI15bFSYM251_MERGED-MAX-MISMATCH-3	317_949	coral	2015May	251	Montipora_foliosa	34	alive	2015May
KI15bFSYM133	KI15bFSYM133_MERGED-MAX-MISMATCH-3	445_683	coral	2015May	133	Porites_lobata	30	gone	2015May
KI14FSYM451	KI14FSYM451_MERGED-MAX-MISMATCH-3	451_871	coral	2014	451	Porites_lobata	27	alive	2014
KI15aFSYM158	KI15aFSYM158_MERGED-MAX-MISMATCH-3	451_871	coral	2015Jan	158	Porites_lobata	27	alive	2015Jan_Post
KI15bFSYM141	KI15bFSYM141_MERGED-MAX-MISMATCH-3	451_871	coral	2015May	141	Porites_lobata	27	alive	2015May
KI14FSYM069	KI14FSYM069_MERGED-MAX-MISMATCH-3	69_875	coral	2014	69	Montipora_foliosa	8	UK	2014
KI15aFSYM118	KI15aFSYM118_MERGED-MAX-MISMATCH-3	69_875	coral	2015Jan	118	Montipora_foliosa	8	UK	2015Jan_Post
KI15bFSYM170	KI15bFSYM170_MERGED-MAX-MISMATCH-3	69_875	coral	2015May	170	Montipora_foliosa	8	UK	2015May
KI14FSYM090	KI14FSYM090_MERGED-MAX-MISMATCH-3	90_690	coral	2014	90	Montipora_foliosa	35	dead	2014
KI15aFSYM017	KI15aFSYM017_MERGED-MAX-MISMATCH-3	90_690	coral	2015Jan	17	Montipora_foliosa	35	dead	2015Jan_Pre
KI15bFSYM152	KI15bFSYM152_MERGED-MAX-MISMATCH-3	90_690	coral	2015May	152	Montipora_foliosa	35	dead	2015May
KI14FSYM092	KI14FSYM092_MERGED-MAX-MISMATCH-3	92_860	coral	2014	92	Pocillopora_eydouxi	35	gone	2014
KI15aFSYM021	KI15aFSYM021_MERGED-MAX-MISMATCH-3	92_860	coral	2015Jan	21	Pocillopora_eydouxi	35	gone	2015Jan_Pre
KI15aFSYM099	KI15aFSYM099_MERGED-MAX-MISMATCH-3	92_860	coral	2015Jan	99	Pocillopora_eydouxi	35	gone	2015Jan_Post
KI15bFSYM021	KI15bFSYM021_MERGED-MAX-MISMATCH-3	92_860	coral	2015May	21	Pocillopora_eydouxi	35	gone	2015May
KI15aFSYM004	KI15aFSYM004_MERGED-MAX-MISMATCH-3	NA	coral	2015Jan	4	Pocillopora_eydouxi	35	NA	2015Jan_Pre
KI15aFSYM006	KI15aFSYM006_MERGED-MAX-MISMATCH-3	NA	coral	2015Jan	6	Porites_lobata	35	NA	2015Jan_Pre
KI15aFSYM009	KI15aFSYM009_MERGED-MAX-MISMATCH-3	NA	coral	2015Jan	9	Montipora_foliosa	35	NA	2015Jan_Pre
KI15aFSYM011	KI15aFSYM011_MERGED-MAX-MISMATCH-3	NA	coral	2015Jan	11	Porites_lobata	35	NA	2015Jan_Pre
KI15aFSYM019	KI15aFSYM019_MERGED-MAX-MISMATCH-3	NA	coral	2015Jan	19	Pocillopora_eydouxi	35	NA	2015Jan_Pre
KI14WSYM001	KI14WSYM001_MERGED-MAX-MISMATCH-3	NA	water	2014	1	water	35	NA	2014
KI14WSYM003	KI14WSYM003_MERGED-MAX-MISMATCH-3	NA	water	2014	3	water	8	NA	2014
KI14WSYM004	KI14WSYM004_MERGED-MAX-MISMATCH-3	NA	water	2014	4	water	8	NA	2014
KI14WSYM005	KI14WSYM005_MERGED-MAX-MISMATCH-3	NA	water	2014	5	water	35	NA	2014
KI14WSYM006	KI14WSYM006_MERGED-MAX-MISMATCH-3	NA	water	2014	6	water	35	NA	2014
KI14WSYM007	KI14WSYM007_MERGED-MAX-MISMATCH-3	NA	water	2014	7	water	35	NA	2014
KI14WSYM008	KI14WSYM008_MERGED-MAX-MISMATCH-3	NA	water	2014	8	water	30	NA	2014
KI14WSYM011	KI14WSYM011_MERGED-MAX-MISMATCH-3	NA	water	2014	11	water	27	NA	2014
KI14WSYM012	KI14WSYM012_MERGED-MAX-MISMATCH-3	NA	water	2014	12	water	27	NA	2014
KI14WSYM013	KI14WSYM013_MERGED-MAX-MISMATCH-3	NA	water	2014	13	water	27	NA	2014
KI14WSYM014	KI14WSYM014_MERGED-MAX-MISMATCH-3	NA	water	2014	14	water	27	NA	2014
KI14WSYM015	KI14WSYM015_MERGED-MAX-MISMATCH-3	NA	water	2014	15	water	30	NA	2014
KI14WSYM016	KI14WSYM016_MERGED-MAX-MISMATCH-3	NA	water	2014	16	water	30	NA	2014
KI14WSYM017	KI14WSYM017_MERGED-MAX-MISMATCH-3	NA	water	2014	17	water	30	NA	2014
KI14WSYM021	KI14WSYM021_MERGED-MAX-MISMATCH-3	NA	water	2014	21	water	8	NA	2014
KI14WSYM028	KI14WSYM028_MERGED-MAX-MISMATCH-3	NA	water	2014	28	water	35	NA	2014
KI14WSYM029	KI14WSYM029_MERGED-MAX-MISMATCH-3	NA	water	2014	29	water	35	NA	2014
KI14WSYM030	KI14WSYM030_MERGED-MAX-MISMATCH-3	NA	water	2014	30	water	35	NA	2014
KI14WSYM031	KI14WSYM031_MERGED-MAX-MISMATCH-3	NA	water	2014	31	water	8	NA	2014
KI14WSYM032	KI14WSYM032_MERGED-MAX-MISMATCH-3	NA	water	2014	32	water	30	NA	2014
KI15aWSYM005	KI15aWSYM005_MERGED-MAX-MISMATCH-3	NA	water	2015Jan	5	water	8	NA	2015Jan_Post
KI15aWSYM006	KI15aWSYM006_MERGED-MAX-MISMATCH-3	NA	water	2015Jan	6	water	8	NA	2015Jan_Post
KI15aWSYM007	KI15aWSYM007_MERGED-MAX-MISMATCH-3	NA	water	2015Jan	7	water	8	NA	2015Jan_Post
KI15aWSYM008	KI15aWSYM008_MERGED-MAX-MISMATCH-3	NA	water	2015Jan	8	water	8	NA	2015Jan_Post
KI15aWSYM009	KI15aWSYM009_MERGED-MAX-MISMATCH-3	NA	water	2015Jan	9	water	35	NA	2015Jan_Post
KI15aWSYM010	KI15aWSYM010_MERGED-MAX-MISMATCH-3	NA	water	2015Jan	10	water	35	NA	2015Jan_Post
KI15aWSYM011	KI15aWSYM011_MERGED-MAX-MISMATCH-3	NA	water	2015Jan	11	water	35	NA	2015Jan_Post
KI15aWSYM012	KI15aWSYM012_MERGED-MAX-MISMATCH-3	NA	water	2015Jan	12	water	35	NA	2015Jan_Post
KI15aWSYM013	KI15aWSYM013_MERGED-MAX-MISMATCH-3	NA	water	2015Jan	13	water	27	NA	2015Jan_Post
KI15aWSYM014	KI15aWSYM014_MERGED-MAX-MISMATCH-3	NA	water	2015Jan	14	water	27	NA	2015Jan_Post
KI15aWSYM015	KI15aWSYM015_MERGED-MAX-MISMATCH-3	NA	water	2015Jan	15	water	27	NA	2015Jan_Post
KI15aWSYM016	KI15aWSYM016_MERGED-MAX-MISMATCH-3	NA	water	2015Jan	16	water	27	NA	2015Jan_Post
KI15aWSYM017	KI15aWSYM017_MERGED-MAX-MISMATCH-3	NA	water	2015Jan	17	water	30	NA	2015Jan_Post
KI15aWSYM018	KI15aWSYM018_MERGED-MAX-MISMATCH-3	NA	water	2015Jan	18	water	30	NA	2015Jan_Post
KI15aWSYM019	KI15aWSYM019_MERGED-MAX-MISMATCH-3	NA	water	2015Jan	19	water	30	NA	2015Jan_Post
KI15aWSYM020	KI15aWSYM020_MERGED-MAX-MISMATCH-3	NA	water	2015Jan	20	water	30	NA	2015Jan_Post
KI15bWSYM001	KI15bWSYM001_MERGED-MAX-MISMATCH-3	NA	water	2015May	1	water	35	NA	2015May
KI15bWSYM002	KI15bWSYM002_MERGED-MAX-MISMATCH-3	NA	water	2015May	2	water	35	NA	2015May
KI15bWSYM003	KI15bWSYM003_MERGED-MAX-MISMATCH-3	NA	water	2015May	3	water	35	NA	2015May
