field_season,site,coral_tag,before/after,annotator,date_annotated,colony_width1,colony_width2,colony_area,binary_tissue_loss,binary_disease,cyanobacteria_contact,binary_algal_contact,turf_contact,binary_macroalgae_contact,type_of_macroalgae,binary_CCA_contact,sediment_contact,binary_coral_contact,binary_bleaching,bleaching_proportion,notes_bleaching,notes
KI2016a,15,594,,HD,10/6/2016,25.892,22.888,521.106,n,n,n,y,y,n,NONE,y,y,y,y,3,algae growing but mostly bleached,
KI2016a,15,597,,HD,10/6/2016,31.351,19.271,404.609,n,n,n,y,y,n,NONE,y,y,y,y,3,completely bleached and overgrown,
KI2016a,15,608,,HD,10/6/2016,63.28,37.643,2103.319,n,n,n,y,y,n,NONE,y,y,y,y,3,completely bleached,
KI2016a,15,618,,HD,16-09-2016,28.747,27.236,612.9,n,n,n,y,y,n,NONE,y,y,y,y,2,many large bleached patches,
KI2016a,15,619,,HD,10/6/2016,29.427,28.706,643.487,n,n,n,y,y,n,NONE,y,y,y,y,3,most of coral starting to bleach,
KI2016a,15,624,,JM,13-06-2016,34.688,30.824,732.667,n,y,n,y,y,n,NONE,y,y,n,y,1,small bleached spots,
KI2016a,15,583b,,HD,10/6/2016,35.78,26.131,709.461,n,n,n,y,y,n,NONE,y,y,y,y,1,many small patches,
KI2016a,27,723,,JM,13-06-2016,14.938,5.931,46.904,n,y,n,y,y,n,NONE,n,y,n,y,2,nearly complte bleaching on the right side of the coral,
KI2016a,27,871,,JM,13-06-2016,7.038,5.398,22.837,n,n,n,y,y,n,NONE,n,y,n,n,NONE,measured length and width of largest section and added areas of all smaller sections,
KI2016a,27,937,,JM,13-06-2016,14.899,11.838,137.676,n,n,n,y,y,n,NONE,y,y,n,y,1,few small patches starting to bleach,
KI2016a,27,938,,JM,13-06-2016,22.332,13.193,201.098,n,y,n,y,y,n,NONE,n,y,n,y,1,small patches bleaching towards the left of the coral,
KI2016a,27,939,,JM,13-06-2016,8.554,8.043,51.086,n,n,n,y,y,n,NONE,n,y,n,y,2,tops of ridges are bleaching over the entire coral but not completely bleached,
KI2016a,27,940,,JM,13-06-2016,11.614,9.736,88.903,n,n,n,y,y,n,NONE,n,y,n,y,2,outer parts of corals bleaching ,
KI2016a,27,941,,JM,13-06-2016,11.083,10.094,85.901,n,n,n,y,y,n,NONE,n,y,n,y,1,small bleached patches ,
KI2016a,27,942,,JM,13-06-2016,23.132,19.574,352.476,n,n,n,y,y,n,NONE,y,y,n,y,2,small bleached patches are seen look larger than 5 cm,
KI2016a,30,127,,JM,13-06-2016,18.163,9.061,102.105,n,n,n,y,y,n,NONE,y,y,n,y,1,small bleached patches,
KI2016a,30,128,,JM,13-06-2016,25.174,18.812,396.556,n,n,n,y,y,n,NONE,y,y,n,n,NONE,used 9 point scale,
KI2016a,30,146,,JM,13-06-2016,14.577,11.664,77.417,n,n,n,y,y,n,NONE,y,y,n,y,3,"outer parts of corallites are severly bleached, insides are pigmented but probably not from symbionts",
KI2016a,30,151,,JM,13-06-2016,54.258,19.443,822.769,n,y,n,y,y,n,NONE,n,y,n,y,1,a few small bleached patches,
KI2016a,30,386,,JM,13-06-2016,23.537,14.853,171.17,n,n,n,y,y,n,NONE,n,y,n,y,2,patches bleaching -  one patch seems over 5 cm,
KI2016a,30,388,,HD,2/8/2016,20.948,18.192,301.51,n,n,n,y,y,n,NONE,n,y,y,y,3,coral mostly dead,
KI2016a,30,439,,HD,2/8/2016,38.949,33.088,874.3,n,n,n,y,y,n,NONE,n,y,y,y,2,much of coral bleaching in patches,
KI2016a,30,441,,HD,2/8/2016,23.177,14.88,107.177,n,n,n,y,y,n,NONE,y,y,y,y,1,many small spots,
KI2016a,30,943,,JM,13-06-2016,22.513,18.532,162.899,n,n,n,y,y,n,NONE,n,y,n,y,1,small patches starting to bleach,
KI2016a,30,944,,HD,2/8/2016,25.179,18.538,263.375,n,n,n,y,y,n,NONE,n,y,y,y,3,"large area bleached, coral dead",
KI2016a,32,499,,JM,14-06-2016,21.657,16.335,121.513,n,y,n,y,y,n,NONE,n,y,n,y,3,completely bleached,
KI2016a,32,500,,JM,21-06-2016,16.311,13.629,156.972,n,n,y,y,y,y,peysson_brown,n,y,n,y,1,small patches starting to bleach,
KI2016a,32,741,,JM,21-06-2016,28.594,24.787,571.939,n,n,y,y,y,n,NONE,n,y,n,n,NONE,,
KI2016a,32,743,,JM,21-06-2016,17.041,12.67,121.696,n,n,n,y,y,n,NONE,n,y,n,n,NONE,,
KI2016a,32,745,,JM,21-06-2016,17.768,12.683,137.612,n,n,n,y,y,n,NONE,y,y,n,y,1,small patches starting to bleach,
KI2016a,32,746,,JM,21-06-2016,17.373,12.87,140.779,n,y,n,y,y,n,NONE,y,y,n,y,2,most of coral is bleaching or paling but still has some colour ,
KI2016a,32,761,,HD,24-06-2016,26.847,19.096,522.012,n,n,n,y,y,n,NONE,n,y,y,y,3,coral mostly bleached and overgrown,
KI2016a,32,764,,JM,21-06-2016,33.979,24.757,281.261,n,n,y,y,y,n,NONE,n,y,n,y,2,large parts of  branches bleaching ,
KI2016a,32,770,,JM,21-06-2016,10.553,7.779,60.421,n,n,y,y,y,n,NONE,y,y,n,y,1,small patches starting to bleach ,
KI2016a,32,896,,JM,14-06-2016,32.369,26.787,547.856,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2016a,32,898,,JM,21-06-2016,15.064,7.682,73.467,n,n,y,y,y,y,peysson_brown,n,y,n,y,3,fully bleached ,
KI2016a,32,900,,JM,21-06-2016,12.078,11.754,111.355,n,n,n,y,y,n,NONE,n,y,n,n,NONE,,
KI2016a,32,901,,JM,14-06-2016,36.218,28.716,595.466,n,n,n,y,y,n,NONE,y,y,n,y,2,most of the coral is bleached,
KI2016a,32,902,,JM,21-06-2016,16.328,15.525,159.812,n,n,n,y,y,n,NONE,n,y,n,y,1,small patches starting to bleach,
KI2016a,32,903,,JM,21-06-2016,14.061,11.391,134.354,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2016a,32,904,,JM,21-06-2016,12.974,11.536,90.94,n,n,n,y,y,n,NONE,y,y,n,y,1,small patches starting to bleach,
KI2016a,32,482_897,,JM,21-06-2016,17.498,16.72,203.107,n,n,n,y,y,n,NONE,n,y,n,y,1,small patches starting to bleach,
KI2016a,32,754_899,,JM,21-06-2016,14.721,9.695,58.545,n,n,n,y,y,n,NONE,n,y,n,y,1,one bleached patch,
KI2016a,33,973,,JM,15-06-2016,49.372,42.827,1327.552,n,y,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2016a,33,974,,JM,15-06-2016,49.412,32.401,782.517,n,n,n,y,y,n,NONE,y,y,n,y,2,most of the coral is bleached,
KI2016a,33,975,,JM,15-06-2016,135.58,115.363,6836.429,n,n,n,y,y,n,NONE,y,y,n,y,1,small patches starting to bleach,
KI2016a,33,976,,JM,15-06-2016,58.594,46.685,1804.309,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2016a,33,977,,JM,15-06-2016,41.247,32.989,679.408,n,n,n,y,y,y,Halimeda,y,y,n,y,2,about half the coral is bleached,
KI2016a,33,978,,JM,15-06-2016,99.945,71.048,4577.77,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2016a,33,979,,JM,15-06-2016,40.501,35.616,968.828,n,y,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2016a,33,980,,JM,15-06-2016,24.877,18.205,245.053,n,y,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2016a,33,991,,JM,15-06-2016,59.11,33.707,1391.186,n,y,n,y,y,n,NONE,y,y,y,n,NONE,bluish black colouring,
KI2016a,33,992,,JM,15-06-2016,76.56,43.051,1222.831,n,n,n,y,y,n,NONE,y,y,n,y,2,most of the coral has started bleaching ,
KI2016a,34,314,,JM,16-06-2016,18.351,15.1,150.37,n,y,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2016a,34,317,,HD,24-06-2016,27.464,21.442,433.743,n,n,n,y,y,n,NONE,y,y,y,y,3,completely cleached,
KI2016a,34,324,,HD,24-06-2016,39.116,26.041,598.73,n,n,n,n,y,n,NONE,y,y,y,y,3,completely bleached and overgrown,
KI2016a,34,328,,JM,16-06-2016,14.025,12.206,76.608,n,n,n,y,y,n,NONE,n,y,n,n,NONE,bleaching?,
KI2016a,34,339,,JM,16-06-2016,12.321,8.873,74.607,n,n,n,y,y,n,NONE,y,y,n,y,1,one bleached spot,
KI2016a,34,354,,JM,16-06-2016,79.422,71.173,1140.465,n,n,n,y,y,n,NONE,y,y,n,y,2,large patch on the right bleached,
KI2016a,34,361,,JM,16-06-2016,12.76,6.283,28.675,n,n,n,y,y,n,NONE,y,y,n,y,3,entire coral is bleached,
KI2016a,34,364,,HD,24-06-2016,64.196,61.786,2616.355,n,n,n,y,y,n,NONE,y,y,y,y,3,coral completely bleached and overgrown,
KI2016a,34,773,,JM,16-06-2016,40.409,37.54,241.746,n,y,n,y,y,n,NONE,y,n,n,y,1,started bleaching aroung algae;bluish colouring,
KI2016a,34,776,,HD,24-06-2016,21.378,20.397,325.665,n,n,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2016a,34,783,,JM,16-06-2016,20.63,16.079,226.487,n,n,n,y,y,n,NONE,y,y,n,y,1,small patches starting to bleach,
KI2016a,34,784,,JM,16-06-2016,22.457,13.14,72.909,n,n,n,y,y,n,NONE,n,y,n,y,3,entire coral is bleached,
KI2016a,34,786,,HD,2/8/2016,24.274,21.711,355.033,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2016a,34,842,,JM,16-06-2016,29.008,26.092,333.473,n,n,n,y,y,n,NONE,y,y,n,y,3,nearly the entire coral is bleached,
KI2016a,34,844,,JM,16-06-2016,33.62,26.238,345.466,n,n,n,y,y,n,NONE,y,y,n,y,1,small patches starting to bleach towards the right of the coral,
KI2016a,34,850,,JM,16-06-2016,14.08,13.499,148.162,n,n,n,y,y,n,NONE,n,y,n,y,1,"small patches starting to bleach, some near algal colonies; used 5 point scale",
KI2016a,34,853,,HD,24-06-2016,36.117,24.262,740.364,n,n,n,y,y,n,NONE,y,y,y,y,1,many small spots,
KI2016a,34,857,,JM,16-06-2016,27.438,25.383,241.341,n,n,n,y,y,n,NONE,n,y,n,n,NONE,,
KI2016a,34,950,,JM,16-06-2016,48.791,34.787,563.642,n,n,n,y,y,n,NONE,n,y,n,y,3,the entire coral is bleached,
KI2016a,34,951,,JM,16-06-2016,35.278,34.595,615.694,n,y,n,y,y,n,NONE,y,y,y,y,2,large patches bleached,
KI2016a,35,1,,HD,12/7/2016,70.698,57.43,2745.238,n,n,n,y,y,n,NONE,n,y,y,y,1,small spots bleaching on left side,
KI2016a,35,5,,HD,12/7/2016,54.168,41.607,821.444,n,n,n,y,y,n,NONE,n,y,y,y,3,"large areas bleached, measurements not accurate as image cut off",
KI2016a,35,15,,HD,12/7/2016,71.513,45.697,1737.17,n,n,n,y,y,n,NONE,n,y,y,y,1,small spots starting to bleach,
KI2016a,35,89,,HD,12/7/2016,29.198,20.019,460.554,n,n,n,y,y,n,NONE,y,y,y,y,1,smaller patches,
KI2016a,35,99,,HD,12/7/2016,21.339,20.661,332.947,n,n,n,y,y,n,NONE,y,y,y,y,2,large areas bleached,
KI2016a,35,637,,HD,12/7/2016,10.16,9.188,69.53,n,n,n,y,y,n,NONE,n,y,y,y,3,large area bleach and much starting to bleach,
KI2016a,35,922,,HD,12/7/2016,51.789,38.11,1643.297,n,n,n,y,y,n,NONE,n,y,y,y,1,some smaller areas starting to bleach,
KI2016a,35,923,,HD,12/7/2016,45.109,32.809,1205.055,n,n,n,y,y,n,NONE,n,y,y,y,2,one larger area bleaching other areas starting,
KI2016a,35,924,,HD,12/7/2016,43.109,36.82,1111.007,n,n,n,y,y,n,NONE,n,y,y,y,3,completely bleached,
KI2016a,35,925,,HD,12/7/2016,30.586,28.875,692.604,n,n,n,y,y,n,NONE,n,y,y,y,2,much of coral starting to bleach,
KI2016a,35,926,,HD,12/7/2016,9.367,9.067,64.836,n,n,n,n,n,n,NONE,n,y,y,y,3,most of coral starting to bleach,
KI2016a,35,927,,HD,12/7/2016,24.699,24.694,355.279,n,n,n,y,y,y,Halimeda,n,y,y,y,3,most of coral bleached,
KI2016a,35,928,,HD,12/7/2016,40.635,29.205,953.444,n,n,n,y,y,n,NONE,n,y,y,y,1,"large patches starting to bleach, measurements not accurate as image cut off",
KI2016a,35,929,,HD,12/7/2016,16.075,14.284,139.719,n,n,n,y,y,n,NONE,n,y,y,y,1,small spots bleached,
KI2016a,35,930,,HD,12/7/2016,17.827,14.168,187.512,n,n,n,y,y,n,NONE,n,y,y,y,2,large areas bleached,
KI2016a,35,931,,HD,12/7/2016,36.675,35.122,760.292,n,n,n,y,y,n,NONE,n,y,y,y,1,a few small spots,
KI2016a,35,932,,HD,2/8/2016,14.987,3.34,53.84,n,n,n,y,y,n,NONE,n,y,y,y,1,one  small bleached spot,
KI2016a,35,933,,HD,2/8/2016,19.4,18.076,267.529,n,n,n,y,n,n,NONE,n,y,n,n,NONE,,
KI2016a,35,934,,HD,2/8/2016,42.576,22.934,165.886,n,n,n,y,y,n,NONE,n,y,y,y,3,mostly bleached,
KI2016a,35,935,,HD,5/8/2016,17.592,16.825,243.15,n,n,n,n,n,n,NONE,n,y,y,y,2,most of coral starting to bleach,
KI2016a,35,100_638,,HD,12/7/2016,28.691,22.771,443.888,n,n,n,y,y,n,NONE,y,y,y,y,2,large areas bleached,
KI2016a,35,112_874,,HD,12/7/2016,66.957,43.242,1869.152,n,n,n,y,y,y,Halimeda,y,y,y,y,2,large patches bleached and much covered in alge,
KI2016a,35,575b,,HD,12/7/2016,12.124,8.788,92.555,n,n,n,y,y,n,NONE,n,y,y,y,1,patch >5cm bleached,
KI2016a,35,87c,,HD,2/8/2016,16.481,8.492,125.646,n,n,n,y,y,n,NONE,n,y,y,y,2,2 large patches >5cm bleaching,
KI2016a,37,1004,,JM,17-06-2016,48.673,35.425,925.478,n,n,n,y,y,n,NONE,n,y,n,n,NONE,,
KI2016a,37,1005,,JM,17-06-2016,73.436,57.985,2284.126,n,n,n,y,y,n,NONE,y,y,n,y,1,two bleached patches around algae,
KI2016a,37,1006,,JM,17-06-2016,54.331,34.551,1068.715,n,n,n,y,y,n,NONE,n,y,n,y,3,completely bleached,
KI2016a,37,1007,,JM,17-06-2016,44.613,41.806,1032.988,n,n,n,y,y,n,NONE,n,y,n,y,2,large bleached patches,
KI2016a,37,1008,,JM,17-06-2016,23.566,20,310.168,n,n,n,y,y,n,NONE,n,y,n,y,1,small bleached patches,
KI2016a,37,1009,,JM,17-06-2016,18.948,14.284,166.11,n,n,n,y,y,y,Halimeda,y,n,n,y,1,small bleached patches on top of the branches,
KI2016a,37,1010,,JM,17-06-2016,39.531,21.026,573.023,n,n,n,y,y,n,NONE,n,y,n,n,NONE,,
KI2016a,37,1011,,JM,20-06-2016,14.988,14.031,157.611,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2016a,37,1012,,JM,20-06-2016,97.642,81.125,4606.854,n,n,n,y,y,n,NONE,y,y,n,y,1,few patches starting to bleach,
KI2016a,37,1013,,JM,20-06-2016,21.77,21.769,322.18,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2016a,37,1014,,JM,20-06-2016,17.454,14.906,165.987,n,n,n,y,y,y,Halimeda,n,y,n,y,1,large bleached patche less than 5 cm,
KI2016a,37,1015,,HD,12/7/2016,42.401,34.441,1073.618,n,n,n,y,y,n,NONE,y,y,y,y,2,one large patch on the left bleached and other areas starting,
KI2016a,37,1016,,JM,20-06-2016,45.788,38.797,1105.675,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2016a,37,1017,,JM,20-06-2016,23.509,20.259,361.432,n,n,n,y,y,n,NONE,n,y,n,y,1,small patches starting to bleach,
KI2016a,37,1018,,JM,20-06-2016,64.021,40.277,1783.722,n,y,n,y,y,n,NONE,y,y,y,y,1,small spots starting to bleach,
KI2016a,37,1019,,JM,20-06-2016,80.678,57.046,2506.662,n,n,n,y,y,y,Halimeda,n,y,n,y,2,large parts of the coral bleached,
KI2016a,37,1020,,JM,20-06-2016,29.415,26.859,569.436,n,n,n,y,y,n,NONE,y,y,y,y,1,small patches starting to bleach,
KI2016a,37,1021,,HD,12/7/2016,61.257,32.207,1487.139,n,n,n,y,y,n,NONE,y,y,y,y,2,large patches in centre bleached,
KI2016a,37,1022,,JM,20-06-2016,15.489,15.193,169.875,n,n,n,y,y,n,NONE,n,y,n,y,1,small patches starting to bleach,
KI2016a,37,1023,,JM,20-06-2016,20.376,16.961,239.14,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2016a,37,1024,,JM,20-06-2016,22.456,10.614,164.933,n,n,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2016a,37,1025,,JM,20-06-2016,84.512,56.18,3191.244,n,n,n,y,y,y,Halimeda,y,y,y,y,2,large bleched patches,
KI2016a,37,1026,,JM,20-06-2016,15.213,13.688,121.649,n,n,n,y,y,n,NONE,y,y,n,y,1,small bleached patches,
KI2016a,37,1027,,JM,20-06-2016,46.514,40.701,1292.906,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2016a,37,1028,,JM,20-06-2016,25.916,21.431,419.751,n,n,n,y,y,n,NONE,n,y,n,y,1,small patches starting to bleach,
KI2016a,37,1029,,JM,20-06-2016,32.683,29.932,703.507,n,n,n,y,y,n,NONE,n,y,n,y,3,most of the coral is bleaching,
KI2016a,37,1030,,JM,20-06-2016,27.278,26.429,506.901,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2016a,37,1031,,JM,20-06-2016,21.735,20.503,331.353,n,n,n,y,y,n,NONE,y,y,n,y,1,small bleached patches seen,
KI2016a,37,1032,,JM,20-06-2016,22.724,19.862,274.698,n,n,n,y,y,y,Halimeda,n,y,n,y,1,small bleached patches seen,
KI2016a,38,29,,JM,21-06-2016,10.706,9.054,33.097,n,n,n,y,y,n,NONE,n,y,n,y,1,small patches starting to bleach,
KI2016a,38,191,,HD,12/7/2016,22.856,21.904,395.706,n,n,n,y,y,n,NONE,y,y,y,y,3,"looks mainly bleached, covered in algae",
KI2016a,38,194,,JM,21-06-2016,35.781,33.253,491.738,n,n,n,y,y,n,NONE,y,y,n,y,1,many small bleached patches,
KI2016a,38,197,,JM,21-06-2016,25.395,16.766,210.255,n,n,n,y,y,n,NONE,n,y,n,y,2,major portion of the coral bleached,
KI2016a,38,200,,JM,21-06-2016,68.188,38.105,883.94,n,y,n,y,y,y,Caulerpa,y,y,n,y,1,small patches starting to bleach,
KI2016a,38,205,,HD,12/7/2016,29.928,26.719,502.593,n,n,n,y,y,y,Peysson_red,y,y,y,y,2,~ half of area visible bleached,
KI2016a,38,188_971,,HD,12/7/2016,38.745,35.469,889.359,n,n,n,y,y,y,"Halimeda, peysson_yellow",y,y,y,y,3,mostly bleached,
KI2016a,40,981,,JM,23-06-2016,38.581,38.529,953.772,n,y,n,y,y,n,NONE,y,y,n,y,2,large bleached patch seen; bluish colouring around algal patch,
KI2016a,40,982,,JM,23-06-2016,92.482,47.335,2989.234,n,n,n,y,y,n,NONE,y,y,n,y,1,bleaching around edges/algal patches,
KI2016a,40,983,,JM,23-06-2016,26.215,25.442,463.739,n,n,n,y,y,n,NONE,y,y,n,y,1,1-2 bleached patches,
KI2016a,40,984,,JM,23-06-2016,74.788,62.615,2455.71,n,y,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2016a,40,985,,JM,23-06-2016,22.648,17.707,295.142,n,y,n,y,y,n,NONE,y,y,n,y,2,large patches bleached; bluish colouring ,
KI2016a,40,993,,JM,23-06-2016,37.258,32.415,894.658,n,n,n,y,y,n,NONE,y,y,y,y,1,a few small beached spots. Bluish colouring ,
KI2016a,40,994,,JM,23-06-2016,59.001,57.871,1559.71,n,y,n,y,y,n,NONE,y,y,y,y,1,small patches starting to bleach,
KI2016a,40,995,,JM,23-06-2016,26.282,13.254,201.144,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2016a,40,996,,JM,23-06-2016,32.671,25.188,473.469,n,y,n,y,y,n,NONE,y,y,n,y,2,large bleached patch seen; ,
KI2016a,40,997,,JM,23-06-2016,29.985,26.306,370.006,n,n,n,y,y,n,NONE,y,y,n,y,1,a few branches are bleaching,
KI2016a,40,998,,JM,23-06-2016,205.82,179.45,26746.99,n,n,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2016a,40,999,,JM,23-06-2016,137.794,118.542,8414.91,n,n,n,y,y,n,NONE,n,y,y,y,2,large bleached patch to the left,
KI2016a,40,1033,,JM,21-06-2016,37.231,24.742,694.17,n,n,n,y,y,n,NONE,n,y,n,y,1,small patches starting to bleach,
KI2016a,40,1034,,JM,21-06-2016,43.197,40.159,1099.841,n,n,n,y,y,n,NONE,y,y,n,n,NONE,mottled coloring,
KI2016a,40,1035,,JM,21-06-2016,25.587,21.36,436.987,n,n,n,y,y,n,NONE,n,y,n,y,1,small patches starting to bleach,
KI2016a,40,1036,,JM,23-06-2016,20.556,17.106,275.323,n,n,n,y,y,n,NONE,n,y,n,y,1,small patches starting to bleach,
KI2016a,40,1037,,JM,23-06-2016,28.763,20.685,432.12,n,n,n,y,y,n,NONE,y,y,n,y,1,small bleaching patches seen,
KI2016a,40,1039,,JM,23-06-2016,46.968,42.446,1464.694,n,n,n,y,y,n,NONE,y,y,y,y,1,several bleached patches,
KI2016a,40,1040,,JM,23-06-2016,26.573,23.026,455.404,n,n,n,y,y,n,NONE,y,y,n,y,1,small bleached patches seen,
KI2016a,40,1049,,JM,23-06-2016,22.714,19.618,314.902,n,n,n,y,y,n,NONE,y,y,n,y,1,many small bleached patches,
KI2016a,40,1050,,JM,23-06-2016,21.516,18.781,252.892,n,n,n,y,y,n,NONE,n,y,n,y,1,samll bleaching patches,
KI2016a,40,1051,,JM,23-06-2016,15.014,12.705,138.973,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2016a,40,1052,,JM,23-06-2016,13.903,10.767,95.446,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2016a,40,1053,,JM,23-06-2016,41.818,40.11,980.037,n,n,n,y,y,n,NONE,y,y,y,y,2,more than half the coral is bleached,
KI2016a,40,1054,,JM,23-06-2016,16.722,14.997,159.605,n,n,n,y,y,n,NONE,n,y,n,y,1,small patches starting to bleach near algal patches,
KI2016a,40,1055,,JM,23-06-2016,18.85,17.213,235.31,n,n,n,y,y,n,NONE,n,y,n,y,1,small bleached patches seen,
KI2016a,40,1056,,JM,23-06-2016,27.769,16.177,290.413,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2016a,40,1057,,JM,23-06-2016,15.143,12.981,146.739,n,n,n,y,y,n,NONE,y,y,n,y,1,small patches starting to bleach,
KI2016a,30_deep,986,,JM,14-06-2016,65.634,52.741,2025.251,n,n,n,y,y,y,Halimeda,y,y,n,y,1,"several bleached patches, bleaching along edge. ",
KI2016a,30_deep,987,,JM,14-06-2016,59.428,32.271,1490.79,n,n,n,y,y,n,NONE,y,y,n,y,2,large bleached patch towards the lower left of the coral,
KI2016a,30_deep,988,,JM,14-06-2016,69.094,59.425,2860.055,n,n,n,y,y,n,NONE,y,y,y,y,1,few small bleached patches,
KI2016a,30_DEEP,989,,HD,5/8/2016,68.114,48.113,2309.684,n,n,n,y,y,n,NONE,y,y,y,y,1,many small spots,
KI2016a,30_DEEP,990,,HD,5/8/2016,48.776,36.597,1526.53,n,n,n,y,y,n,NONE,y,y,y,y,2,many small spots and large area in middle,
KI2016a,30_deep,1001,,JM,14-06-2016,86.794,79.971,4307.665,n,n,n,y,y,n,NONE,y,y,n,y,1,few small bleached patches,
KI2016a,30_deep,1002,,JM,14-06-2016,48.739,29.007,728.714,n,n,n,y,y,n,NONE,y,y,n,y,1,started bleaching towards the left of the coral,
KI2016a,30_DEEP,1003,,HD,5/8/2016,67.826,48.551,2689.5,n,n,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2016a,34_deep,952,,JM,17-06-2016,82.979,44.147,2648.27,n,n,n,y,y,n,NONE,n,y,n,n,NONE,,
KI2016a,34_deep,953,,HD,24-06-2016,338.774,27.019,697.364,n,n,n,n,y,n,NONE,n,y,y,y,3,completely bleached,
KI2016a,34_deep,954,,JM,17-06-2016,102.759,54.11,3874.587,n,n,n,y,y,n,NONE,n,y,n,y,2,large patches bleached,
KI2016a,34_deep,955,,JM,17-06-2016,64.65,56.538,2461.694,n,n,n,y,y,n,NONE,n,y,y,y,1,one bleached spot,
KI2016a,34_deep,956,,JM,17-06-2016,32.024,25.607,658.971,n,y,n,y,y,n,NONE,y,y,n,y,2,large bleached patch seen,
KI2016a,34_deep,957,,JM,17-06-2016,38.328,29.998,828.173,n,y,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2016a,34_deep,958,,JM,17-06-2016,44.521,39.566,1346.61,n,y,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2016a,34_deep,959,,JM,17-06-2016,38.214,31.66,872.389,n,y,n,y,y,n,NONE,y,y,n,y,1,few small bleached spots,
KI2016a ,15,610,,JM,13-06-2016,58.039,56.035,1064.975,n,y,n,y,y,n,NONE,y,y,n,y,2,most of the coral bleached (around 75%),
KI2016a ,15,612,,JM,13-06-2016,21.382,18.293,255.684,n,n,n,y,y,n,NONE,y,y,n,y,2,most of the coral bleached; used 5 point scale,
KI2016a ,15,620,,JM,13-06-2016,3.463,1.912,8.571,n,n,n,y,y,n,NONE,n,y,n,y,3,fully bleached,
KI2016a ,15,627,,JM,13-06-2016,49.289,26.953,826.283,n,n,n,y,y,n,NONE,y,y,n,y,3,entire coral bleaching but not completely white,
KI2016a ,15,630,,JM,13-06-2016,29.287,18.644,357.44,n,n,n,y,y,n,NONE,y,y,n,y,2,large bleached patches,
KI2016a ,27,46,,JM,13-06-2016,18.539,9.371,115.795,n,n,n,y,y,n,NONE,n,y,y,n,NONE,few patches paling,
KI2016a ,27,689,,JM,13-06-2016,10.52,9.967,64.102,n,n,n,y,y,n,NONE,n,y,n,y,1,small bleached patches ,
KI2016a ,27,729,,JM,13-06-2016,20.862,18.176,251.857,n,n,n,y,y,n,NONE,n,y,n,y,1,small bleached patches are seen,
KI2016a ,27,936,,JM,13-06-2016,12.039,10.65,101.538,n,n,n,y,y,n,NONE,n,y,n,y,1,few patches starting to bleach,
KI2016b,5,787,,NO,2/2/2017,17.012,12.859,136.003,n,n,n,y,y,y,"peysson_brown, peysson_red",y,n,y,y,2,"large areas of bleaching, 3cm scale used",
KI2016b,5,788,,NO,12/1/2017,42.901,28.468,806.642,n,n,n,y,y,y,Peysson_red,y,y,n,y,1,small patches around algae,
KI2016b,5,790,,NO,2/22/2017,18.477,7.417,110.845,n,n,n,y,y,n,NONE,y,y,n,y,1,"Several small spots of bleaching, 3cm scale used",
KI2016b,5,792,,NO,2/2/2017,24.242,24.174,413.659,n,n,y,y,y,n,NONE,y,y,n,y,1,"several small areas of bleaching, 3cm scale used",
KI2016b,5,797,,NO,2/2/2017,19.42,14.508,118.382,n,n,n,y,y,y,Peysson_red,y,y,n,y,1,"two small spots of bleaching, 3cm scale used",
KI2016b,5,807,,NO,2/2/2017,68.34,47.346,2387.828,n,n,n,y,y,y,"Halimeda, peysson_yellow",y,y,n,y,1,"2 areas of bleaching, 3cm scale used",
KI2016b,5,817,,NO,2/2/2017,17.702,14.571,86.902,n,n,n,y,y,n,NONE,y,y,n,y,2,"large areas bleached , 3cm scale used",
KI2016b,5,818,,NO,2/2/2017,25.386,21.39,314.655,n,y,n,y,y,y,"Halimeda, Peysson_red",y,y,n,n,NONE,"pink disease along worm holes, 3cm scale used",
