field_season,site,coral_tag,before/after,annotator,date_annotated,colony_width1,colony_width2,colony_area,binary_tissue_loss,binary_disease,cyanobacteria_contact,binary_algal_contact,turf_contact,binary_macroalgae_contact,type_of_macroalgae,binary_CCA_contact,sediment_contact,binary_coral_contact,binary_bleaching,bleaching_proportion,notes_bleaching,notes
KI2014,35,107,,JL,9/3/2016,47.307,48.986,1406.958,n,n,n,y,y,y,"Halimeda, Peysson_red, Peysson_yellow",y,y,y,n,NONE,,
KI2014,35,108,,JL,9/3/2016,56.493,47.713,47.435,n,n,n,y,y,y,Halimeda,y,y,y,y,1,"patches where outer corallites are bleaching, somea areas are paling",
KI2014,35,109,,DL,10/3/2016,37.712,28.795,592.002,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2014,35,110,,DL,10/3/2016,58.5,36.565,1312.169,n,n,n,y,y,n,NONE,y,y,y,y,1,one small area bleached,
KI2014,35,111,,DL,10/3/2016,20.836,22.233,344.087,n,n,n,y,y,y,"Halimeda, Caulerpa",n,y,n,y,1,starting to bleach ,
KI2014,35,113,,DL,17-03-2016,16.258,15.124,176.472,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2014,35,115,,DL,17-03-2016,11.791,8.027,77.714,n,n,n,y,y,n,NONE,n,n,n,y,1,a few small bleached spots ,
KI2014,35,116,,JL,18-01-2016,19.824,18.673,209.128,n,n,n,y,y,n,NONE,n,n,n,n,NONE,,
KI2014,35,117,,JL,18-01-2016,38.312,28.605,707.159,n,n,n,y,y,n,NONE,y,y,y,n,NONE,check bleaching ,
KI2014,35,118,,JL,18-01-2016,21.027,19.434,282.73,n,n,n,y,y,n,NONE,y,y,y,y,1,"edges of corallites are starting to bleach in some areas, middle parts are still dark (F. matthai) ",
KI2014,35,119,,JL,18-01-2016,42.471,32.344,939.816,n,n,n,y,y,y,"Halimeda, Peysson_red",y,y,y,y,1,many small bleached spots ,
KI2014,35,120,,JL,18-01-2016,13.244,10.968,98.425,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2014,35,122,,JL,18-02-2016,53.211,21.076,797.223,n,n,n,y,y,y,"Halimeda, Peysson_red, Peysson_yellow",y,y,y,y,1,"three small blached spots, one along edge ",
KI2014,35,123,,JL,18-02-2016,28.95,27.12,529.635,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2014,35,124,,JL,18-02-2016,67.06,57.279,2267.201,n,n,n,y,y,n,NONE,n,y,y,y,1,"two larger spots, bleaching but not severely bleached. ",
KI2014,35,125,,JL,23-02-2016,34.4,37.045,942.151,n,n,n,y,y,n,NONE,n,n,y,n,NONE,,
KI2014,35,100_638,,JL,18-02-2016,29.139,20.584,494.47,n,n,n,y,y,y,"Halimeda, Peysson_red, Peysson_yellow",y,y,y,y,1,many small patches where outer parts of corallites are blaeching ,
KI2014,35,11_633,,DL,15-02-2016,55.022,37.378,1478.342,n,n,n,y,y,n,NONE,y,n,y,y,1,"a few bleached patches, large patches are paling",
KI2014,35,112_874,,DL,15-03-2016,46.581,42.61,1264.855,n,n,n,y,y,y,"Halimeda, Peysson_red, Peysson_yellow",y,y,y,n,NONE,,
KI2014,35,114_692,,DL,17-03-2016,18.7,18.618,209.225,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2014,35,12_635,,DL,15-02-2016,66.177,36.368,1386.16,n,n,n,y,y,y,"Halimeda, Peysson_red, Peysson_yellow",y,y,y,n,NONE,,
KI2014,35,121_693,,JL,18-01-2016,29.726,21.335,468.931,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2014,35,90_690,,DL,17-02-2016,22.938,21.694,335.864,n,n,n,y,y,y,"Halimeda, Peysson_red",n,y,y,n,NONE,,
KI2014,35,92_860,,DL,17-02-2016,24.036,20.525,270.756,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2014,38,16,,JL,15-01-2016,57.477,36.061,1485.916,n,n,n,y,y,n,NONE,y,y,n,n,NONE, ,
KI2014,38,17,,JL,15-01-2016,29.907,28.559,630.767,n,n,n,y,y,n,NONE,n,y,n,y,1,"a few small bleached patches, middle parts are still dark (F. matthaii) ",
KI2014,38,17,,NO,23-03-2017,28.847,28.717,610.083,n,n,n,y,y,n,NONE,y,y,y,n,NONE,6.985cm scale used,
KI2014,38,18,,JL,15-01-2016,23.569,19.083,323.196,n,n,n,y,y,n,NONE,n,y,n,y,1,"many patches are bleaching or lightly bleaching, all under 5cm ",
KI2014,38,19,,JL,15-01-2016,18.055,15.778,206.726,n,n,n,y,y,n,NONE,n,y,n,y,2,"a large portion of the coral is bleaching, some areas almost completely bleached, some areas just  the tops of ridges (Platygyra)",
KI2014,38,20,,HD,5/8/2016,27.532,23.403,469.637,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2014,38,21,,JL,15-01-2016,30.493,26.03,470.554,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2014,38,22,,JL,15-01-2016,31.287,17.638,425.95,n,n,n,y,y,n,NONE,n,y,n,y,1,"some areas of coral are lightly bleaching, coral looks as though it is paling",
KI2014,38,23,,HD,16-02-2016,27.192,24.445,466.401,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2014,38,24,,JL,15-01-2016,20.163,16.518,275.756,n,n,n,y,y,n,NONE,n,y,y,y,2,"outer ridges of corallites are severely bleaching, middle parts still dark (F. matthai)",
KI2014,38,25,,HD,16-02-2016,47.076,31.83,882.681,n,y,n,y,y,n,NONE,y,y,y,y,1,a few small spots ,
KI2014,38,26,,HD,16-02-2016,35.3,34.041,896.128,n,n,n,y,y,y,Halimeda,y,y,y,n,NONE,,
KI2014,38,27,,HD,16-02-2016,41.341,34.582,1036.258,n,y,n,y,y,n,NONE,n,y,y,y,1,a few larger patches and some smaller patches,
KI2014,38,28,,HD,16-02-2016,51.449,31.791,1252.819,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2014,38,29,,HD,16-02-2016,19.215,17.279,264.744,n,n,n,y,y,n,NONE,y,y,y,y,1,outer parts of corallites are starting to bleach on one side ,
KI2014,38,30,,HD,11/3/2016,43.535,37.586,1088.561,n,n,n,y,y,n,NONE,y,y,y,n,1,a few branches bleached on left bottom side,
KI2014,38,31,,HD,11/3/2016,60.638,45.226,1746.431,n,n,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2014,38,32,,HD,11/3/2016,35.955,27.786,617.09,n,y ,n,y,y,n,NONE,y,n,y,y,1,a few small patches < 5 cm,
KI2014,38,33,,HD,11/3/2016,41.531,27.083,608.679,n,n,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2014,38,34,,HD,11/3/2016,38.526,28.335,746.313,n,n,n,y,y,n,NONE,y,y,y,y,2,a few small patches bleaching and one patch slightly > 5 cm,
KI2014,38,35,,HD,11/3/2016,29.772,18.799,440.465,n,n,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2014,38,36,,HD,11/3/2016,19.408,15.245,210.261,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2014,38,189,,DL,14-03-2016,32.98,28.537,638.635,n,n,n,y,y,n,NONE,n,y,n,n,NONE,,
KI2014,38,191,,KT,4/8/2016,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,* NO PHOTO ,
KI2014,38,192,,DL,14-03-2016,54.585,42.036,1435.434,n,n,n,y,y,n,NONE,n,y,y,y,1,A few small bleached areas ,
KI2014,38,193,,DL,14-03-2016,29.123,27.584,468.49,n,n,n,y,y,n,NONE,n,n,n,n,NONE,,
KI2014,38,194,,DL,14-03-2016,47.496,42.951,1168.284,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2014,38,195,,DL,14-03-2016,29.272,22.784,401.821,n,n,n,y,y,n,NONE,y,y,y,y,1,a few very small bleached areas ,
KI2014,38,196,,DL,14-03-2016,30.818,29.417,566.83,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2014,38,197,,DL,14-03-2016,25.465,20.43,413.693,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2014,38,198,,DL,15-03-2016,22.85,22.332,458.117,n,n,n,y,y,y,Halimeda,n,y,y,y,1,one small area bleached,
KI2014,38,199,,DL,15-03-2016,19.827,19.757,291.769,n,n,n,y,y,n,NONE,n,y,y,y,1,very small area at bottom of coral touching turf ,
KI2014,38,200,,DL,15-03-2016,72.055,37.401,1904.058,n,y,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2014,38,201,,DL,15-03-2016,48.848,32.979,866.772,n,n,n,y,y,n,NONE,y,y,n,y,1,one tip bleached ,
KI2014,38,202,,DL,15-03-2016,30.271,28.895,676.147,n,n,n,y,y,n,NONE,n,y,n,y,1,a few small bleached areas,
KI2014,38,203,,DL,15-03-2016,28.37,21.836,434.764,n,y,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2014,38,204,,DL,15-03-2016,36.883,26.524,606.803,n,n,n,y,y,n,NONE,y,y,n,y,2,bleached areas >5cm,
KI2014,38,205,,DL,11/3/2016,23.372,22.122,318.553,n,n,n,y,y,n,NONE,y,y,y,y,1,a few bleached areas ,
KI2014,38,206,,DL,11/3/2016,18.921,18.576,265.339,n,n,n,y,y,n,NONE,n,y,n,y,1,small bleached area,
KI2014,38,207,,DL,11/3/2016,22.176,20.455,324.76,n,n,n,y,y,n,NONE,y,n,n,n,NONE,,
KI2014,38,208,,DL,11/3/2016,37.904,24.441,644.342,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2014,38,209,,DL,11/3/2016,50.21,37.181,1228.62,n,n,n,y,y,n,NONE,y,y,n,y,1,one tip bleached,
KI2014,38,210,,DL,11/3/2016,55.309,46.037,1423.366,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2014,38,211,,DL,11/3/2016,71.238,32.834,1237.691,n,n,n,y,y,n,NONE,y,y,y,y,1,a few small spots ,
KI2014,38,212,,DL,11/3/2016,24.021,21.046,390.205,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2014,38,213,,DL,11/3/2016,26.807,12.778,263.936,n,n,n,y,y,n,NONE,y,n,n,y,1,a few small patches <5cm,
KI2014,38,214,,DL,11/3/2016,16.514,15.777,186.988,n,n,n,y,y,n,NONE,y,y,n,y,1,a few small patches <5 cm,
KI2014,38,215,,DL,11/3/2016,27.839,18.284,287.689,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2014,38,216,,DL,11/3/2016,61.169,35.319,1270.254,n,n,n,y,y,n,NONE,n,y,n,y,1,one tip bleached,
KI2014,38,217,,DL,11/3/2016,29.91,26.895,535.578,n,n,n,y,y,n,NONE,n,n,y,y,1,two tips bleached,
KI2014,38,218,,DL,11/3/2016,22.953,19.804,290.243,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2014,38,219,,DL,11/3/2016,64.278,37.066,1384.581,n,n,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2014,38,220,,DL,11/3/2016,66.902,39.111,1486.672,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2014,38,188_971,,DL,14-03-2016,35.721,32.056,809.452,n,y,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2014,38,190_873,,DL,11/3/2016,18.858,15.893,234.344,n,n,n,y,y,n,NONE,y,y,n,y,1,small bleached area,
KI2015a,8,50,_Post,HD,23-03-2016,31.527,18.123,412.869,n,n,n,y,y,n,NONE,y,y,y,n,NONE,majority of branches broken off,
KI2015a,8,51,_Post,JL,22-03-2016,30.981,26.116,636.624,n,n,n,y,y,n,NONE,y,y,y,y,2,"one large patch (over 5cm) and several smaller patches where outer corallites are bleached but middle parts still dark, ",
KI2015a,8,60,_Post,JL,23-03-2016,28.859,24.893,511.233,n,n,n,y,y,n,NONE,y,y,y,n,NONE ,,
KI2015a,8,61,_Post,HD,23-03-2016,37.194,30.298,871.062,n,n,n,y ,y,n,NONE,y,y,y,y,2,a few patches > 5 cm bleaching on left side,
KI2015a,8,62,_Post,HD,23-03-2016,20.762,18.507,301.936,n,n,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2015a,8,63,_Post,HD,23-03-2016,84.526,57.112,2904.72,n,n,y,y,y,n,NONE,n,y,y,n,NONE,,
KI2015a,8,72,_Post,JL,22-03-2016,31.217,26.51,618.076,n,n,n,y,y,y,Caulerpa,y,y,n,y,1,"patchy bleaching where outer corallites are bleached, middle parts are still dark ",
KI2015a,8,76,_Post,HD,23-03-2016,26.688,22.167,328.068,n,n,n,y,y,y,Halimeda,y,y,y,y,1,a few small spots,
KI2015a,8,84,_Post,JL,23-03-2016,30.081,21.815,283.738,n,n,n,y,y,y,Halimeda,n,y,y,n,NONE ,,
KI2015a,8,253,_Post,HD,23-03-2016,27.21,20.28,109.027,n,n,n,y,y,n,NONE,y,y,y,y,1,small bleached patches on top of coral,
KI2015a,8,69_875,_Post,HD,23-03-2016,39.844,34.718,894.239,n,n,n,y,y,y,"Halimeda, Peysson_red",y,y,y,n,NONE,,
KI2015a,15,576,,JL,22-03-2016,37.423,30.535,849.979,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015a,15,577,,JL,22-03-2016,36.758,13.205,10.439,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015a,15,578,,JL,22-03-2016,53.048,31.428,1170.68,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015a,15,579,,JL,22-03-2016,19.019,23.044,263.93,n,n,n,y,y,n,NONE,n,n,y,n,NONE,,
KI2015a,15,580,,JL,22-03-2016,50.917,47.699,1505.03,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015a,15,581,,JL,22-03-2016,15.483,11.888,132.977,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2015a,15,582,,DL,22-03-2016,13.375,8.269,71.869,n,n,n,y,y,n,NONE,y,n,y,y,1,one larger bleached patch towards bottom of coral on right side,
KI2015a,15,583,,DL,22-03-2016,21.622,11.772,175.303,n,n,n,y,y,n,NONE,y,n,n,n,NONE,,
KI2015a,15,584,,DL,22-03-2016,61.314,33.161,1812.144,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015a,15,585,,DL,22-03-2016,78.407,65.8,3763.688,n,y,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015a,15,586,,DL,22-03-2016,38.008,34.496,855.076,n,n,n,y,y,n,NONE,y,n,n,n,NONE,,
KI2015a,15,587,,DL,22-03-2016,38.954,35.95,1119.634,n,n,n,y,y,n,NONE,n,y,y,y,1,a few small areas bleached,
KI2015a,15,588,,DL,22-03-2016,38.503,34.345,886.367,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2015a,15,589,,DL,22-03-2016,29.545,24.775,423.133,n,n,n,y,y,n,NONE,y,n,n,n,NONE,,
KI2015a,15,590,,DL,22-03-2016,20.469,19.577,314.226,n,n,n,y,y,n,NONE,n,y,n,n,NONE,,
KI2015a,15,591,,JL,22-03-2016,32.419,33.888,805.748,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015a,15,592,,JL,22-03-2016,33.952,31.805,676.056,n,n,n,y,y,n,NONE,y,y,y,y,1,"patches of severe bleaching along tops of mounds and around an algal patch, less than 5cm",
KI2015a,15,593,,JL,22-03-2016,52.038,37.301,1297.531,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015a,15,594,,JL,22-03-2016,33.181,30.075,749.895,n,n,n,y,y,n,NONE,y,y,y,y,1,"several small bleached patches, some severely bleached, others starting to bleach",
KI2015a,15,595,,JL,23-03-2016,34.161,32.077,889.919,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015a,15,596,,HD,23-03-2016,54.683,47.054,1959.739,n,n,n,y,y,n,NONE,n,n,y,n,NONE,,
KI2015a,15,597,,HD,23-03-2016,35.736,23.746,562.29,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015a,15,598,,HD,23-03-2016,98.301,59.209,3983.022,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015a,15,599,,JL,24-03-2016,16.984,15.336,195.05,n,n,n,y,y,n,NONE,y,n,y,y,2,about 50-75% of the branches are bleaching but not completely white. ,
KI2015a,15,601,,JL,24-03-2016,63.344,35.698,1842.613,n,n,n,y,y,n,NONE,y,n,y,y,1,"a few small severly bleached spots, two small patches of  bleaching along edges",
KI2015a,15,602,,JL,24-03-2016,51.272,30.152,1127.985,n,n,n,y,y,y,Peysson_red,y,y,y,y,1,"a few small bleached spots, edges are starting to bleach",
KI2015a,15,603,,NO,23-03-2017,8.49,7.48,43.121,n,n,n,y,y,n,NONE,y,n,n,y,1,"One severely bleached patch, large portion of coral is paling",0.437cm scale used
KI2015a,15,604,,JL,24-03-2016,38.552,32.749,921.981,n,y,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015a,15,605,,JL,24-03-2016,28.125,26.01,519.247,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015a,15,606,,JL,24-03-2016,30.199,25.02,464.437,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015a,15,607,,JL,24-03-2016,23.823,18.722,337.769,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015a,15,608,,JL,24-03-2016,63.504,39.957,1710.47,n,n,n,y,y,n,NONE,y,n,y,y,1,one bleached spot along edge,
KI2015a,15,609,,JL,24-03-2016,74.286,63.96,3332.937,n,n,n,y ,y,n,NONE,y,n,y,n,NONE,,
KI2015a,15,610,,JL,24-03-2016,42.515,37.693,1263.101,n,y,n,y,y,n,NONE,y,n,y,y,NONE,,
KI2015a,15,611,,JL,24-03-2016,33.157,26.461,607.329,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015a,15,612,,JL,24-03-2016,19.156,18.672,269.652,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2015a,15,613,,JL,24-03-2016,37.888,29.162,861.337,n,n,n,y,y,n,NONE,y,n,y,y,1,a few small bleached spots,
KI2015a,15,614,,JL,24-03-2016,49.877,32.865,1332.061,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015a,15,615,,JL,24-03-2016,21.393,14.082,171.222,n,n,n,y,y,n,NONE,n,n,y,n,NONE,,
KI2015a,15,616,,JL,24-03-2016,52.376,36.284,1311.592,n,n,n,y,y,n,NONE,y,y,y,y,1,several small bleached spots ,
KI2015a,15,617,,DL,22-03-2016,22.034,12.434,199.741,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015a,15,618,,DL,22-03-2016,30.028,28.432,598.108,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015a,15,619,,DL,22-03-2016,47.894,43.92,1417.498,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015a,15,620,,DL,22-03-2016,51.434,49.773,1766.36,n,y,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015a,15,621,,DL,23-03-2016,70.348,61.94,2578.858,n,n,n,y,y,n,NONE,y,y,y,y,1,a few very small bleached areas ,
KI2015a,15,622,,JL,23-03-2016,26.975,18.932,390.871,n,n,n,y,y,n,NONE,n,n,n,n,NONE,,
KI2015a,15,623,,DL,23-03-2016,28.995,17.942,390.671,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2015a,15,624,,DL,23-03-2016,39.644,37.617,1006.596,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015a,15,625,,HD,2/8/2016,90.494,66.676,3662.336,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015a,15,626,,DL,23-03-2016,21.663,11.893,173.794,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2015a,15,627,,DL,23-03-2016,86.372,56.452,3038.312,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015a,15,628,,DL,23-03-2016,57.319,39.51,1416.184,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015a,15,629,,DL,23-03-2016,96.371,85.45,4913.604,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015a,15,630,,DL,23-03-2016,26.003,18.097,338.753,n,n,n,y,y,n,NONE,n,n,y,n,NONE,,
KI2015a,15,631,,JL,23-03-2016,17.085,14.989,209.865,n,n,n,y,y,n,NONE,y,y,y,n ,NONE ,,
KI2015a,27,41,_Post,JL,24-03-2016,22.857,15.765,242.134,n,n,n,y,y,n,NONE,n,y,n,n,NONE ,,
KI2015a,27,43,_Post,JL,24-03-2016,14.711,13.384,104.545,n,n,n,y,y,n,NONE,n,y,n,y,1,one bleached patch near base of branch ,
KI2015a,27,44,_Post,JL,24-03-2016,20.501,15.821,226.461,n,n,n,y,y,n,NONE,n,y,n,y,1,patchy bleaching over entire coral ,
KI2015a,27,260,_Post,JL,22-03-2016,11.298,10.444,93.184,n,n,n,y,y,y,Halimeda,y,y,n,y,2,outer parts of corallites are bleaching over 1/2 of coral. ,
KI2015a,27,265,_Post,JL,24-03-2016,18.289,11.491,132.942,n,n,n,y,y,n,NONE,n,y,n,y,1,9 cm scale was used. A few bleached spots near one edge of coral ,
KI2015a,27,271,_Post,JL,24-03-2016,12.01,10.435,88.555,n,n,n,y,y,n,NONE,n,y,n,n,NONE,7.5cm scale was used ,
KI2015a,27,272,_Post,JL,24-03-2016,9.335,8.047,58.564,n,n,n,y,y,n,NONE,n,y,n,n,NONE,,
KI2015a,27,448,_Post,HD,2/8/2016,23.728,12.569,217.451,n,n,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2015a,27,451,_Post,JL,23-03-2016,19.24,14.012,175.034,n,y,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2015a,27,453,_Post,JL,24-03-2016,21.621,14.116,141.242,n,n,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2015a,27,455,_Post,JL,23-03-2016,7.511,6.693,37.402,n,n,n,y,y,n,NONE,n,y,n,y,1,"patches where ridges are severely bleaching, less than 5cm (picutre is a bit overexposed). ",
KI2015a,27,456,_Post,JL,23-03-2016,37.047,24.154,564.254,n,n,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2015a,27,466,_Post,JL,22-03-2016,8.509,7.238,47.758,n,n,n,y,y,n,NONE,n,y,n,y,1,one patch where tops of ridges are severely bleaching or starting to bleach,
KI2015a,27,467,_Post,JL,22-03-2016,10.097,8.672,64.806,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2015a,27,468,_Post,JL,22-03-2016,16.423,14.536,125.463,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015a,27,469,_Post,NO,23-03-2017,35.265,20.72,262.978,n,n,n,y,y,n,NONE,n,y,n,n,NONE,,
KI2015a,27,470,_Post,JL,22-03-2016,11.822,8.726,87.804,n,n,n,y,y,n,NONE,n,y,n,y,1,patches where ridges are bleaching on top of coral ,
KI2015a,27,471,_Post,JL,22-03-2016,10.812,8.273,72.738,n,n,n,y,y,n,NONE,n,y,n,y,1,outer parts of corallites are bleaching or paling over 1/3 of coral,
KI2015a,27,474,_Post,JL,22-03-2016,9.971,8.892,67.79,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2015a,27,476,_Post,JL,22-03-2016,15.235,11.389,124.952,n,n,n,y,y,n,NONE,y,y,n,y,1,many small bleached patches starting to bleach but not severely bleached ,
KI2015a,27,477,_Post,JL,22-03-2016,18.59,17.682,229.107,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2015a,30,127,_Post,JL,22-03-2016,16.9,15.437,166.441,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015a,30,128,_Post,JL,22-03-2016,17.621,11.825,174.684,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015a,30,129,_Post,JL,22-03-2016,28.828,19.128,364.024,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2015a,30,130,_Post,JL,22-03-2016,24.598,24.496,458.693,n,n,n,y,y,n,NONE,y,y,y,n ,NONE,,
KI2015a,30,132,_Post,JL,24-03-2016,42.592,37.62,1064.351,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2015a,30,133,_Post,JL,24-03-2016,35.953,19.547,468.871,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015a,30,134,_Post,JL,4/4/2016,33.539,35.181,741.294,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015a,30,135,_Post,JL,22-03-2016,28.267,20.126,320.871,n,n,n,y,y,n,NONE,n,y,n,n,NONE,,
KI2015a,30,136,_Post,JL,22-03-2016,31.556,27.738,736.193,n,y,n,y,y,n,NONE,y,y,y,n,NONE,"bright pink ""disease"" around algal patch",
KI2015a,30,137,_Post,JL,22-03-2016,46.521,34.787,1155.288,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2015a,30,138,_Post,JL,23-03-2016,20.582,19.027,270.142,n,n,n,y,y,n,NONE,n,y,n,y,1,parts of individual corallites are bleaching all over coral,
KI2015a,30,140,_Post,DL,23-03-2016,21.201,19.596,351.507,n,n,n,y,y,n,NONE,y,y,n,y,1,a few bleached areas ,
KI2015a,30,142,_Post,JL,22-03-2016,24.31,21.09,260.181,n,n,n,y,y,n,NONE,y,y,n,y,1,the tip of one branch is bleaching <5cm,
KI2015a,30,143,_Post,JL,24-03-2016,32.81,21.823,373.527,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2015a,30,144,_Post,JL,23-03-2016,31.01,26.136,563.641,n,n,n,y,y,n,NONE,y,y,n,y,1,one patch of bleaching along edge ,
KI2015a,30,146,_Post,JL,24-03-2016,15.882,12.533,140.512,n,n,n,y,y,n,NONE,y,y,y,y,1,patchy bleaching where parts of  corallites are bleaching ,
KI2015a,30,147,_Post,JL,24-03-2016,49.306,24.2,825.566,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015a,30,149,_Post,JL,4/4/2016,34.117,30.304,691.767,n,n,n,y,y,n,NONE,n,y,y,n,NONE,5cm scale was used ,
KI2015a,30,150,_Post,JL,22-03-2016,32.62,18.756,486.108,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015a,30,151,_Post,JL,23-03-2016,35.842,32.542,822.735,n,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2015a,30,385,_Post,JL,22-03-2016,29.712,18.03,409.416,n,n,n,y,y,n,NONE,y,n,n,n ,NONE,,
KI2015a,30,386,_Post,DL,23-03-2016,15.304,12.043,107.631,n,n,n,y,y,n,NONE,n,y,n,n,NONE,,
KI2015a,30,387,_Post,DL,23-03-2016,45.619,30.002,808.642,n,y,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015a,30,126b,_Post,JL,22-03-2016,26.065,18.647,335.838,n,n,n,y,y,n,NONE,y,y,y,y,1,"patchy bleaching, some severe, some around algal patches, less than 5cm ",
KI2015a,30,131b,_Post,NO,23-03-2017,42.857,41.139,1101.405,n,y,n,y,y,y,Caulerpa,y,y,y,n,NONE,pink disease present,
KI2015a,35,1,_Post,JL,22-03-2016,69.304,52.45,2594.839,n,n,n,y,y,y,"Halimeda, Peysson_red, Peysson_yellow",y,y,y,n,NONE,,
KI2015a,35,1,_Pre,HD,16-09-2016,44.505,42.76,1316.802,n,n,n,y,y,y,Peysson_red,y,y,y,y,1,one area beginning to bleach,
KI2015a,35,3,_Post,JL,22-03-2016,22.279,13.035,211.213,n,n,n,y,y,n,NONE,y,y,n,n,NONE ,,
KI2015a,35,3,_Pre,NO,23-03-2017,45.296,37.403,1150.225,n,n,n,y,n,y,Peysson_red,y,y,n,n,NONE,,
KI2015a,35,5,_Post,JL,22-03-2016,87.012,55.353,2652.834,n,y,n,y,y,y,"Halimeda, Peysson_red",y,y,y,n,NONE,"bright pink ""disease"" around edges",
